Key,Passing Avg Yards,Passing Blitzes,Passing Completion Pct,Passing Completions,Passing Defended Passes,Passing Dropped Passes,Passing Gross Yards,Passing Hurries,Passing Interceptions,Passing Knockdowns,Passing Longest,Passing Longest TD,Passing Net Yds,Passing Pocket Time,Passing Rating,Passing Redzone Attempts,Passing Sack Yds,Passing Sacks,Passing Spikes,Passing Throw Away,Passing Touchdowns,Passing Yards
e47706c7-e14d-41fb-b13b-83a835a1f3bc 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,8.48,151,68.307,347,61,23,4308,45,12,46,75,75,4104,1286.098,105.5,39,204,32,0,13,32,4308
11cad59d-90dd-449c-a839-dddaba4fe16c 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,8.788,127,66.03399999999999,383,49,28,5097,121,12,67,89,89,4926,1452.8279999999993,113.8,55,171,26,1,24,50,5097
f55053e4-4bfd-495d-981a-d62e3662f01b 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,9.667,2,66.667,2,0,1,29,0,0,0,22,0,29,5.48,97.9,0,0,0,0,0,0,29
9f026fc0-4449-4dc5-a226-2e2830619381 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,7.322,141,68.89699999999999,381,46,33,4049,69,10,28,66,31,3750,1366.59,93.9,32,299,51,7,21,19,4049
d4b30988-e8c5-4689-8037-f79a0d3c2774 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,2.667,0,33.333,1,0,0,8,1,0,1,8,0,1,10.540999999999999,42.4,0,7,1,0,2,0,8
7092bb09-a161-4ab9-8d19-fdcf1a91bb3d 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0.0,1,0.0,0,0,0,0,1,0,0,0,0,0,5.102,39.6,1,0,0,0,0,0,0
86197778-8d4b-4eba-affe-08ef7be7c70b 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,7.386,168,67.681,356,46,22,3885,73,8,49,90,90,3538,1414.136,96.9,41,347,56,0,13,22,3885
c8232b55-6617-4dd9-a7cf-cf14cd9a29ab 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,7.246,38,72.308,141,21,8,1413,19,4,16,83,83,1366,481.486,96.0,13,47,9,2,3,7,1413
cfb0ff68-51cb-4dad-ba81-f9e019a93a91 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,15.0,0,100.0,1,0,0,15,0,0,0,15,0,15,0.99,118.8,0,0,0,0,0,0,15
e1c506bd-9e36-45e7-b2b9-fff6a9728a06 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,11.0,1,50.0,1,0,0,22,1,0,0,22,22,22,4.291,129.2,0,0,0,0,0,1,22
e9a5c16b-4472-4be9-8030-3f77be7890cb 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,7.666,124,69.57600000000001,279,45,15,3074,44,7,31,58,56,2872,1013.371,102.2,33,202,31,2,3,21,3074
354dec38-b88b-4ba0-8974-859123f27c45 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,53.0,2,100.0,2,0,0,106,0,0,0,57,57,106,5.9639999999999995,158.3,0,0,0,0,0,2,106
6cb6226e-f08c-4192-95f1-69709ed686c6 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,7.4639999999999995,122,65.972,380,68,24,4299,64,11,41,58,33,3941,1476.381,92.4,36,358,47,1,9,21,4299
d11ad65e-9d24-4157-9f5b-ef8495bcc791 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0.0,2,0.0,0,3,0,0,0,1,3,0,0,0,12.606000000000002,0.0,0,0,0,0,0,0,0
2fda010a-8c62-4c07-b601-4ba03f57e6af 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,6.646,82,62.5,205,36,15,2180,51,5,23,52,46,2059,848.4699999999998,85.7,12,121,22,2,14,10,2180
3699dfd9-d437-43f7-b674-adbb31e7e64b 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,6.888999999999999,6,62.963,34,11,0,372,8,3,3,53,53,336,135.773,78.6,5,36,6,2,0,3,372
73e133bf-d3f7-4fda-bd25-2fde66cb8ee1 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,6.484,36,57.143,52,13,8,590,18,4,6,79,79,523,255.73999999999995,69.4,6,67,9,0,6,3,590
e6c40f79-1bbd-4f62-9391-7f535f110c0d 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,3.943,8,54.286,19,5,6,138,10,3,4,20,0,96,100.248,28.0,0,42,7,0,0,0,138
0045a36c-f464-49e0-a25a-9210edc94bc1 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,6.776,20,69.737,53,9,2,515,5,2,5,46,14,475,212.422,90.6,7,40,9,0,0,3,515
7a1b8f1a-9024-4897-86b0-01c63e00305e 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,7.426,120,66.59,289,45,11,3223,59,12,18,70,70,3080,1095.661,95.4,25,143,24,1,10,24,3223
a8342d20-9901-49a6-bc45-79f192418188 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,1.0,0,100.0,1,0,0,1,0,0,0,1,1,1,1.5490000000000002,118.8,1,0,0,0,0,1,1
bfaedf99-7618-4925-b362-90415c22a3b6 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,8.0,1,100.0,1,0,0,8,0,0,1,8,0,8,1.6540000000000001,100.0,0,0,0,0,0,0,8
617435c6-4a3f-4689-ab15-44bd93b33615 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.5870000000000001,39.6,0,0,0,0,1,0,0
67f5e782-f91c-4536-9818-cf4a0e7e821d 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,8.0,0,100.0,1,0,0,8,0,0,0,8,8,8,0.0,139.6,1,0,0,0,0,1,8
8263e101-aa33-435f-bf0f-388e1c4eeb59 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,3.471,3,41.176,7,3,1,59,1,1,0,11,0,46,41.218,26.3,0,13,1,0,1,0,59
ade43b1a-0601-4672-83b6-d246bc066a19 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,6.805,165,66.126,367,49,29,3777,56,11,34,67,45,3522,1351.769,89.9,27,255,40,1,15,21,3777
0ce48193-e2fa-466e-a986-33f751add206 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,7.441,153,62.312,372,42,27,4442,90,2,38,75,75,4089,1635.51,97.6,31,353,49,2,48,25,4442
2a78e2e7-4ef3-4cdd-85e8-0d254b65143e 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,4.452,5,47.619,20,4,4,187,5,2,4,29,0,149,114.10300000000002,40.5,0,38,4,1,3,0,187
bbd0942c-6f77-4f83-a6d0-66ec6548019e 2018 33405046-04ee-4058-a950-d606f8c30852,7.0920000000000005,143,70.132,425,68,25,4298,97,10,39,75,75,4036,1623.2980000000002,99.7,41,262,40,3,17,30,4298
0742d2ea-1cf2-49a6-a150-77ba6e034d8c 2018 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,9.618,76,66.667,164,32,8,2366,24,12,27,75,75,2290,633.091,100.4,21,76,14,0,6,17,2366
fb3b36fc-b985-4807-8199-d038d7e62a93 2018 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,7.915,84,64.55,244,50,18,2992,43,14,29,64,60,2835,982.362,90.2,21,157,27,1,5,19,2992
1726a359-9444-4761-a1f2-cb35ee6fa60e 2018 e6aa13a4-0055-48a9-bc41-be28dc106929,2.5,1,50.0,1,0,0,5,0,0,0,5,5,5,5.674,95.8,1,0,0,0,0,1,5
1f09583f-dcc1-43e8-a7fc-f063d2c96508 2018 e6aa13a4-0055-48a9-bc41-be28dc106929,2.8569999999999998,0,71.429,5,0,1,20,0,0,0,9,0,20,10.484000000000002,74.1,0,0,0,0,0,0,20
7e648a0b-fdc8-4661-a587-5826f2cac11b 2018 e6aa13a4-0055-48a9-bc41-be28dc106929,8.099,201,69.408,422,52,36,4924,53,7,48,75,75,4628,1504.2499999999998,108.1,40,296,42,1,18,35,4924
214e55e4-a089-412d-9598-a16495df0d25 2018 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,7.207999999999999,135,67.941,320,46,24,3395,49,13,22,82,51,3182,1166.2429999999995,94.2,34,213,29,3,16,24,3395
2c259733-ec2c-4e3c-bb7b-34dc0d37dc34 2018 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,5.614,17,61.403999999999996,35,4,0,320,5,3,8,33,1,303,138.11199999999994,60.6,5,17,2,1,3,1,320
56073e7b-84ca-4d4a-a2e7-1bfc0277e8d4 2018 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,13.333,3,66.667,2,0,0,40,1,0,1,31,0,35,13.31,109.7,0,5,1,0,1,0,40
d2023f5b-f73b-43ad-a816-f10dadfdfaed 2018 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,8.581,11,64.516,20,1,0,266,3,0,5,53,53,266,75.36500000000002,113.1,3,0,0,0,1,2,266
f96db0af-5e25-42d1-a07a-49b4e065b364 2018 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,50.0,1,100.0,1,0,0,50,0,0,0,50,50,50,2.2840000000000003,158.3,0,0,0,0,0,1,50
3c8a55dd-20a8-4375-b711-49eb5e6e1d0e 2018 0d855753-ea21-4953-89f9-0e20aff9eb73,9.142999999999999,1,42.857,3,1,2,64,0,1,1,44,0,61,17.546,36.3,2,3,1,0,0,0,64
bb5957e6-ce7d-47ab-8036-22191ffc1c44 2018 0d855753-ea21-4953-89f9-0e20aff9eb73,8.164,137,74.438,364,41,22,3992,43,5,24,72,72,3871,1189.285,115.7,61,121,17,0,13,32,3992
d4cb52a9-f6b4-42ed-b40b-27bff5f1eea7 2018 0d855753-ea21-4953-89f9-0e20aff9eb73,5.13,6,60.87,14,6,0,118,5,1,0,18,9,110,65.98499999999999,70.6,3,8,2,0,1,1,118
42de9d1d-0352-460b-9172-9452414fd7fd 2018 f0e724b0-4cbf-495a-be47-013907608da9,8.067,21,59.551,53,13,5,718,16,3,4,56,35,621,248.217,90.0,8,97,13,0,2,5,718
6608fdbf-6c93-47cc-ad44-9da2fda598ce 2018 f0e724b0-4cbf-495a-be47-013907608da9,7.4079999999999995,62,60.355,102,25,10,1252,10,7,18,82,82,1096,429.70999999999987,81.8,13,156,18,0,5,8,1252
7738fea8-7ea2-4c4c-b589-bca90b070819 2018 f0e724b0-4cbf-495a-be47-013907608da9,8.31,79,64.234,176,35,12,2277,32,10,41,85,85,2150,675.6089999999998,90.8,22,127,17,4,13,13,2277
5c079a21-ae9e-4b38-a69a-47706fa8dd67 2018 de760528-1dc0-416a-a978-b510d20692ff,5.796,106,55.216,217,56,21,2278,39,14,38,75,75,1958,1018.922,66.7,18,320,45,1,22,11,2278
b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5 2018 de760528-1dc0-416a-a978-b510d20692ff,32.0,0,100.0,1,0,0,32,0,0,0,32,32,32,3.26,158.3,0,0,0,0,0,1,32
cc3640b0-7560-431f-84ab-599e9dc8cac6 2018 de760528-1dc0-416a-a978-b510d20692ff,5.0,17,62.5,50,12,5,400,8,4,9,35,35,367,186.562,62.5,3,33,6,0,2,2,400
e1235f1e-26ce-438c-8168-3b1ded4ab893 2018 de760528-1dc0-416a-a978-b510d20692ff,8.286,4,71.429,15,1,0,174,1,0,0,26,7,166,43.40300000000001,112.0,0,8,1,0,0,1,174
91ead748-e3b0-4926-bd3b-3e327b44e6bc 2018 2eff2a03-54d4-46ba-890e-2bc3925548f3,7.667000000000001,1,66.667,2,0,1,23,0,0,0,18,0,23,6.645,89.6,0,0,0,0,0,0,23
aba8f925-ffbf-4654-bfa7-a25d3d237494 2018 2eff2a03-54d4-46ba-890e-2bc3925548f3,8.357000000000001,151,64.884,364,61,13,4688,66,12,34,70,70,4465,1564.64,101.1,54,223,33,2,29,32,4688
409d4cac-ee90-4470-9710-ebe671678339 2018 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,8.075,145,65.574,280,36,18,3448,82,7,31,66,52,3093,1188.094,110.9,35,355,51,8,24,35,3448
